model,train_seed,trainable_parameters,parameter_bytes,registered_buffer_bytes,inference_persistent_tensor_bytes,inference_tensor_bytes_scope,serialized_state_bytes,checkpoint_bytes,training_seconds,batch1_cpu_latency_ms_median,batch1_gpu_latency_ms_median,latency_repeats,device_used_for_training,jammer_mode
no_dueling,1,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,62.318096899995,0.0934,0.41874999999999996,200,cpu,sweeping
no_dueling,2,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,62.94071819999954,0.07974999999999999,0.4144,200,cpu,sweeping
no_dueling,3,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,64.31500029999006,0.08095,0.4496,200,cpu,sweeping
no_dueling,4,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,63.13086509999994,0.07715,0.4327,200,cpu,sweeping
no_dueling,5,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,62.832991500006756,0.0942,0.42895,200,cpu,sweeping
no_dueling,6,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,61.62250789999962,0.0943,0.42545,200,cpu,sweeping
no_dueling,7,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,61.85282479999296,0.0835,0.3089,200,cpu,sweeping
no_dueling,8,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,64.89715990000695,0.09334999999999999,0.41445,200,cpu,sweeping
no_dueling,9,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,64.9958578000078,0.09465000000000001,0.40435,200,cpu,sweeping
no_dueling,10,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,64.1703084000037,0.08460000000000001,0.38325,200,cpu,sweeping
no_dueling,1,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,62.45670369999425,0.0905,0.39575,200,cpu,random
no_dueling,2,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,63.45421260000148,0.0812,0.34850000000000003,200,cpu,random
no_dueling,3,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,65.07561519999581,0.10200000000000001,0.40475,200,cpu,random
no_dueling,4,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,63.16721919999691,0.0867,0.3674,200,cpu,random
no_dueling,5,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,63.51812670000072,0.0952,0.32955,200,cpu,random
no_dueling,6,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,64.30520650000835,0.09425,0.3188,200,cpu,random
no_dueling,7,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,66.77101690000563,0.09784999999999999,0.6536500000000001,200,cpu,random
no_dueling,8,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,70.2745913000108,0.0869,0.6229,200,cpu,random
no_dueling,9,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,67.6706278000056,0.09985,0.7011499999999999,200,cpu,random
no_dueling,10,32712,130848,1552,132400,"parameters + registered buffers only; excludes activations, framework/runtime objects, and allocator overhead",139111,553197,68.28029209999659,0.097,0.6615500000000001,200,cpu,random
